"St Judes School, Gorakhpur",,Gorakhpur
"St. Joseph School, Gorakhpur",,Gorakhpur
"St. Joseph Convent School, Goraya",,Goraya
"Viswabharathi Schol, Gudivada",,Gudivada
"Sri Venkateswara Bala Kuteer, Guntur",,Guntur
"H.R.A International School, Gurdaspur",,Gurdaspur
"Amity International School, Gurugram",,Gurugram
"C.C.S.Sr.Sec.School, Gurugram ",,Gurugram
"D A V Public School, Gurugram",,Gurugram
"G.A.V. Public School, Gurugram",,Gurugram
"Gd Goenka Public School, Gurugram",,Gurugram
"K.R Mangalam World School, Gurugram",,Gurugram
"Kunskappskolan International, Gurugram",,Gurugram
"Lotus Valley International School, Gurugram",,Gurugram
"Manav Rachna International, Gurugram",,Gurugram
"Mount Carmel School, Gurugram",,Gurugram
"Mount Olympus, Gurugram",,Gurugram
"Pathways World School, Gurugram",,Gurugram
"RPS International School, Gurugram",,Gurugram
"Salwan Public School, Gurugram",,Gurugram
"Scholars Home, Gurugram",,Gurugram
"Scottish High International, Gurugram",,Gurugram
"Shalom Hills International, Gurugram",,Gurugram
"Shiv Nadar School, Gurugram",,Gurugram
"Sidheshwar Public School, Gurugram",,Gurugram
"Social Influencer, Gurugram",,Gurugram
"The Heritage School, Gurugram",,Gurugram
"The Maurya School, Gurugram",,Gurugram
"The Shri Ram School Aravali, Gurgoan",,Gurugram
"Delhi Public School, Guwahati",,Guwahati
"Don Bosco, Guwahati",,Guwahati
"Maria's Public School, Guwahati",,Guwahati
"Pragjyotish Sr. Secondary School, Guwahati",,Guwahati
"Sanskriti The Gurukul, Guwahati",,Guwahati
"South Point School, Guwahati",,Guwahati
"St. Francis De Sales Higher Secondary School, Guwahati",,Guwahati
"St. Mary's H.S. School, Guwahati",,Guwahati
"St.Claret School, Guwahati",,Guwahati
"St.Joseph's Public School, Guwahati",,Guwahati
"Little Angles High School, Gwalior",,Gwalior
"No.1 Air Force School Gwalior, Gwalior",,Gwalior
"St Paul's School, Hajipur",,Hajipur
"Assembly Of God Church School, Haldia",,Haldia
"Dav Public School, Haldia",,Haldia
"The Assembly Of God Church School, Haldia",,Haldia
"Aryaman Vikram Birla Institute Of Learning, Haldwani",,Haldwani
"Naini Vally Ser Sec School, Haldwani",,Haldwani
"Devine International School, Hamirpur ",,Hamirpur
"Him Academy Public School, Hamirpur",,Hamirpur
"Little Flower Convent School, Hanumangarh",,Hanumangarh
"S.G.S.D.A.V. Centenary Public, Hanumangarh ",,Hanumangarh
"St.Xavier's Sr Secondary School, Hapur",,Hapur
"St. Mary Sr. Sec.School Jwalapur, Haridwar",,Haridwar
"The Wisdom Global School, Haridwar",,Haridwar
"Haroa F.P. School, Haroa",,Haroa
"Kendriya Vidyalaya Hassan, Hassan",,Hassan
"United Academy, Hassan",,Hassan
"BLS International School, Hathras",,Hathras
"Delhi Public School, Hazaribag",,Hazaribag
"DVDBS Chinmaya Vidyalaya, Hindupur",,Hindupur
"O. P. Jindal Modern School, Hisar",,Hisar
"St. Francis Xavier School, Hisar",,Hisar
"The Aryan School, Hisar",,Hisar
"Jeevan Jyoti Public School, Hisua",,Hisua
"Sandepani International Residentialschool, Holalkere",,Holalkere
"H M Education Centre, Hooghly",,Hooghly
"Surabhi Vidyaniketan, Hosapete",,Hosapete
"Citizens High School, Hoskote",,Hoskote
"Asian Christian High School, Hosur",,Hosur
"Chaitanya Techno School, Hosur",,Hosur
"Baranagore Ramakrishna Mission Ashrama High School, Howrah",,Howrah
"Lotus Day School, Howrah",,Howrah
"Methodist School Dankuni, Howrah",,Howrah
"Sasati Nahala Kathaldaha Abinash High School, Howrah",,Howrah
"Parivathan Gurukul School, Hubli",,Hubli
"Academic Heights Public School, Hyderabad",,Hyderabad
"Akshra International School, Hyderabad",,Hyderabad
"Bharatiya Vidya Bhavans Public School, Hyderabad ",,Hyderabad
"Bhashyam Brooks, Hyderabad",,Hyderabad
"Bhavans Sri Rama Krishna Vidya, Hyderabad",,Hyderabad
"Brigade Public School, Hyderabad ",,Hyderabad
"CMR International School, Hyderabad",,Hyderabad
"Dav Public School, Hyderabad",,Hyderabad
"Delhi Public School, Hyderabad",,Hyderabad
"Future Kids School, Hyderabad, ",,Hyderabad
"Gaudium International School, Hyderabad",,Hyderabad
"Genesis International School, Hyderabad",,Hyderabad
"Glendale Academy, Hyderabad",,Hyderabad
"Hindu Techno School, Hyderabad",,Hyderabad
"Indian High School, Hyderabad",,Hyderabad
"Indus Universal School, Hyderabad",,Hyderabad
"Little Flower High School, Hyderabad",,Hyderabad
"Little Scholar School, Hyderabad",,Hyderabad
"Manthan International School, Hyderabad",,Hyderabad
"Meridian School, Hyderabad ",,Hyderabad
"Meru International School, Hyderabad",,Hyderabad
"Narayana Iit Olympiad, Hyderabad",,Hyderabad
"Niraj Public School, Hyderabad",,Hyderabad
"Oakridge International, Hyderabad",,Hyderabad
"Oasis School, Hyderabad ",,Hyderabad
"Pallavi Model School, Hyderabad",,Hyderabad
"Phoenix Green School, Hyderabad",,Hyderabad
"Pobul Reddy Public School, Hyderabad",,Hyderabad
"Ramadevi Public School, Hyderabad",,Hyderabad
"Ravindra Bharathi School, Hyderabad",,Hyderabad
"Sancta Maria International, Hyderabad",,Hyderabad
"Sanskriti School, Hyderabad",,Hyderabad
"Satkama High School, Hyderabad",,Hyderabad
"Scholar's International School, Hyderabad",,Hyderabad
"Shantiniketan International School, Hyderabad",,Hyderabad
"Shloka - A Birla School, Hyder, Hyderabad",,Hyderabad
"Sri Aurobindo International School, Hyderabad",,Hyderabad
"Sri Chaitanya Techno School, Hyderabad",,Hyderabad
"St. Theresa High School, Hyderabad",,Hyderabad
"St.Joseph's High School, Hyderabad",,Hyderabad
"Tatva Global School, Hyderabad",,Hyderabad
"The Shri Ram Universal School, Hyderabad",,Hyderabad
"Unique High School, Hyderabad ",,Hyderabad
"Choithram School, Indore",,Indore
"Ideal International School, Indore",,Indore
"Indore Public School, Indore",,Indore
"Medicaps Inter National School, Indore",,Indore
"Shiva Academy School, Indore",,Indore
"Shri Krishna Public School, Indore",,Indore
"St. Norbert Senior Secondary School, Indore",,Indore
"St. Rapheals School, Indore",,Indore
"St Mary's Co-Ed Sr Sec School, Itarsi",,Itarsi
"Little World School, Jabalpur",,Jabalpur
"M.G.M.Higher.Secondary.School, Jabalpur",,Jabalpur
"Sanskar Bharti Public School, Jabalpur",,Jabalpur
"Small Wonders S S School, Jabalpur ",,Jabalpur
"St. Aloysius Senior Secondary, Jabalpur",,Jabalpur
"Sacred Heart Convent Sr Sec School, Jagadhri",,Jagadhri
"Swami Vivekanand Public School, Jagadhri",,Jagadhri
"SFS High School, Jagityal",,Jagityal
"Bharatiya Vidya Bhavan Vidyash, Jaipur",,Jaipur
"Defence Public School, Jaipur",,Jaipur
"Delhi Public School, Jaipur",,Jaipur
"Diamonds's Academy Shiksha, Jaipur",,Jaipur
"Jaipuria Vidalaya, Jaipur",,Jaipur
"Maharaja Sawai Bhawani Singh School, Jaipur",,Jaipur
"Mahaveer Public School, Jaipur",,Jaipur
"Modern School Jaipur, Jaipur",,Jaipur
"MPS International School, Jaipur",,Jaipur
"MSBSS, Jaipur",,Jaipur
"N. K. Public School Sanganer, Jaipur",,Jaipur
"Navjyoti Public School, Jaipur",,Jaipur
"Neerja Modi School, Jaipur",,Jaipur
"Ryan International School, Jaipur",,Jaipur
"S.L.V Sr. Secondary School, Jaipur",,Jaipur
"Sarvodaya Childrens Academy, Jaipur",,Jaipur
"SCA Sec School Manoharpur, Jaipur",,Jaipur
"Shri Sanskar Public School Baasi, Jaipur",,Jaipur
"Step By Step English School, Jaipur",,Jaipur
"Subodh Public School, Jaipur",,Jaipur
"Teoler High School, Jaipur",,Jaipur
"The Rajasthan International School, Jaipur",,Jaipur
"Ambuja Public School Randiya Was Pali, Jaitaran",,Jaitaran
"Gurukul Kalinga High School, Jajpur",,Jajpur
"Radiant Central Children Academy, Jalalpur",,Jalalpur
"Apeejay School, Jalandhar",,Jalandhar
"St Solidier Divine Public School, Jalandhar",,Jalandhar
"Kashinath Palod Public School, Jalgaon",,Jalgaon
"Podar International Schools, Jalgaon",,Jalgaon
"Urdu Primary School, Jalna",,Jalna
"Techno India Group Public School, Jalpaiguri",,Jalpaiguri
"Jawahar Navoday Vidiyalaya, Jamalpur",,Jamalpur
"Delhi Public School, Jammu",,Jammu
"Gd Goenka Public School, Jammu",,Jammu
"Gyan Public School Kalakote, Jammu",,Jammu
"Jk Public School, Jammu",,Jammu
"K.C Public School, Jammu",,Jammu
"Shri L. G. Haria School, Jamnagar",,Jamnagar
"Shri Satya Sai Vidyalay, Jamnagar",,Jamnagar
"New English School, Jamner",,Jamner
"Carmel Junior College, Jamshedpur",,Jamshedpur
"D B M S English School, Jamshedpur",,Jamshedpur
"Sacred Heart Convent, Jamshedpur",,Jamshedpur
"Vidya Bharati Chinmaya Vidyalaya, Jamshedpur",,Jamshedpur
"Lakshmini Devi Memorial Udayan Public School, Japla",,Japla
"Dr.Rizvi Learners Academy, Jaunpur",,Jaunpur
"Bal Vidya Niketan, Jehanabad",,Jehanabad
"Cambridge International School, Jhajjar",,Jhajjar
"St Francis De Sales Are Sec School, Jhajjar",,Jhajjar
"Balaji Public School, Jhansi",,Jhansi
"Jai Academy, Jhansi",,Jhansi
"RNS World School, Jhansi",,Jhansi
"S K A D Inter Collage, Jhansi",,Jhansi
"West End High School, Jhargram",,Jhargram
"D A V Public School, Jharsuguda",,Jharsuguda
"The Blue Bells E.M School, Jharsuguda",,Jharsuguda
"Indus Public School, Jind",,Jind
"Central Academy School Army Cantt, Jodhpur",,Jodhpur
"St.Anne's School, Jodhpur",,Jodhpur
"Fransalian High School, Jonai",,Jonai
"Eklavya Global Public School, Junagadh",,Junagadh
"Narayana.E.M.School, kadapa",,Kadapa
"Sainik School Imphal, Kakching",,Kakching
"Aditya Public School, Kakinada",,Kakinada
"Saranya Concept School, Kakinada",,Kakinada
"Little Flower English Medium School, Kalikavu",,Kalikavu
"Springdale Academy, Kalimpong",,Kalimpong
"St. Joseph's Convent, Kalimpong",,Kalimpong
"Holy Cross Convent School, Kalyan ",,Kalyan
"Vani Vidyashala High School, Kalyan",,Kalyan
"Velammal Global School Polacheri, Kanchipuram",,Kanchipuram
"St. Drona Public School, Kandhla",,Kandhla
"GAV Public School Kangra, Kangra",,Kangra
"Gama International School, Kannur",,Kannur
"A.K. Academy, Kanpur",,Kanpur
"Allenhouse Public School, Kanpur",,Kanpur
"DPS Kalyanpur, Kanpur, Kanpur",,Kanpur
"Dr.Virendra Swarup Education Centre, Kanpur",,Kanpur
"Prithviraj Chauhan Education Centre, Kanpur",,Kanpur
"Puranchandra Vidhaya Niketan, Kanpur",,Kanpur
"Sheiling House School, Kanpur",,Kanpur
"St. Joseph's Sr. Sec. School, Kanpur",,Kanpur
"St. Mary's Convent High School, Kanpur",,Kanpur
"U.P Kirana Seva Samiti Vidyala, Kanpur",,Kanpur
"Welfare Mission International, Kanpur",,Kanpur
"M.G.N Public School, Kapurthala",,Kapurthala
"Jawahar Navodaya Vidyalaya, Karaikal",,Karaikal
"The Leader's Academy, Karaikudi",,Karaikudi
"Paramita High School, Karimnagar",,Karimnagar
"Parksh Public Shool, Karnal",,Karnal
"Pratap Public School, Karnal",,Karnal
"S.D Adarsh Public School, Karnal",,Karnal
"St Kabir Public School, Karnal",,Karnal
"Vijeta Public School, Karnal",,Karnal
"St Micheal Convent School, Karwar",,Karwar
"G H S S Kasaragod, Kasaragod",,Kasaragod
"Katwa D.D.C. Girls H.S. School, Katwa",,Katwa
"H.R.I.C.Khalilabad, Khalilabad",,Khalilabad
"Vatsalya International School, Khambhat",,Khambhat
"Griffins International School, Kharagpur",,Kharagpur
"Panskura Shri Ramkrishna Vivek, Kharagpur",,Kharagpur
"Ramsheth Thakur Public School, Kharghar",,Kharghar
"Kalpana Chawla Vidyapeeth School, Kharkhoda ",,Kharkhoda
"Inter National Public School, Khordha",,Khordha
"Snehalata Public School, Kirnahar",,Kirnahar
"Delhi Public School, Kishanganj",,Kishanganj
"Chatrapati Shahu Vidyalaya, Kolhapur, Kolhapur",,Kolhapur
"Vimla Goyenka English Medium, Kolhapur",,Kolhapur
"Adamas International School, Kolkata",,Kolkata
"Aditya Academy Senior Secondary, Kolkata",,Kolkata
"Akshar School, Kolkata",,Kolkata
"Apeejay School Saltlake, Kolkata",,Kolkata
"Apeejay School, Kolkata",,Kolkata
"APS, Kolkata",,Kolkata
"Ashok Hall Girls High School, Kolkata",,Kolkata
"Assembly Of God Church, Kolkata",,Kolkata
"Aulad Hussain Islamic Academy, Kolkata",,Kolkata
"B.D.M.International, Kolkata",,Kolkata
"Ballygunge Government High School, Kolkata",,Kolkata
"Barasat Kalikrishna Girls High School, Kolkata",,Kolkata
"Bharatiya Vidhya Bhavan, Kolkata",,Kolkata
"Bidhannagar Municipal School, Kolkata",,Kolkata
"Bidya Bharati School, Kolkata",,Kolkata
"Birla High School, Kolkata",,Kolkata
"Carmel School, Kolkata",,Kolkata
"D P S Newtown, Kolkata",,Kolkata
"DAV Public School, Kolkata",,Kolkata
"Don Bosco School, Kolkata",,Kolkata
"Easternpoint High School, Kolkata",,Kolkata
"Future Campus School, Kolkata",,Kolkata
"G.D Birla Centre For Eucatio, Kolkata",,Kolkata
"Garden High School, Kolkata",,Kolkata
"Gems Akademia International School, Kolkata",,Kolkata
"Grace Ling Liang English School, Kolkata",,Kolkata
"Hariyana Vidyamandir, Kolkata",,Kolkata
"Holy Child Boys National Schoo, Kolkata",,Kolkata
"Jewish Girls' School, Kolkata",,Kolkata
"La Martiniere For Boys, Kolkata",,Kolkata
"Loreto Convent Entally, Kolkata",,Kolkata
"Loreto Day School Boubazar, Kolkata",,Kolkata
"M.P.Birla Foundation Higher Secondary School, Kolkata",,Kolkata
"Mahadevi Birla Sishu Vihar, Kolkata",,Kolkata
"Mangalam Vidya Niketan, Kolkata",,Kolkata
"Modern English Academy, Kolkata",,Kolkata
"National High School, Kolkata",,Kolkata
"Our Lady Queen Of The Missions, Kolkata ",,Kolkata
"Pathabhavan, Kolkata",,Kolkata
"Purbasukutia G.K. Balika Vidayala, Kolkata",,Kolkata
"Queen Of The Missions School, Kolkata",,Kolkata
"Ramkrishna Mission Boys' Home Junior High School, Kolkata",,Kolkata
"Salt Lake Shiksha Nikethan, Kolkata",,Kolkata
"Shri Shikshayatan School, Kolkata",,Kolkata
"South Point High School, Kolkata",,Kolkata
"South Point, Kolkata",,Kolkata
"St. Augustines Day School, Kolkata",,Kolkata
"St. James's School, Kolkata ",,Kolkata
"St. Teresa's Secondary School, Kolkata",,Kolkata
"St.James' School, Kolkata",,Kolkata
"St.Stephen's School, Kolkata",,Kolkata
"Sudhir Memorial Institute, Kolkata",,Kolkata
"Sunflower Nursery & K.G. School, Kolkata",,Kolkata
"The Aryans School, Kolkata",,Kolkata
"The Assembly Of God Church School, Kolkata",,Kolkata
"The Calcutta Boy's School, Kolkata",,Kolkata
"The Foundation Senior Secondaryschool, Kolkata",,Kolkata
"The Heritage School, Kolkata",,Kolkata
"The Newtown School, Kolkata",,Kolkata
"The Vedanta Academy, Kolkata",,Kolkata
"Welland Gouldsmith School, Kolkata",,Kolkata
"Young Horizons School, Kolkata",,Kolkata
"Auxilium Isc School, Kollam",,Kollam
"Navdeep Public School, Kollam",,Kollam
"Methodist School, Konnagar",,Konnagar
"Sanjivani Academy, Kopargaon",,Kopargaon
"Swamy Vivekananda English Medium School, Koppal, Koppal",,Koppal
"D.D.M Public School, Korba",,Korba
"BSN Academy, Kota",,Kota
"Lal Bahadur Shastri, Sr.Sec.School, Kota",,Kota
"St.Pauls Sr.Sec.School, Kota",,Kota
"A.E.C.S Manuguru, Kothagudem",,Kothagudem
"Triveni Talent School, Kothagudem",,Kothagudem
"Sri Sri Academy, Kottarakkara",,Kottarakkara
"Billabong High International School, Kottayam",,Kottayam
"Kendriya Vidhyalaya, Kottayam",,Kottayam
"St.Sebastian Public School, Kottayam",,Kottayam
"Bhavans Balamandir, Kozhikode ",,Kozhikode
"Nalanda International Public School, Krishnagiri",,Krishnagiri
"The Vijay Millennium Senior Secondary School, Krishnagiri",,Krishnagiri
"Maharishi Vidya Mandir, Kumbakonam ",,Kumbakonam
"BGS Public School, Kunigal, Kunigal",,Kunigal
"Montessori Indus School, Kurnool",,Kurnool
"S D Girl School, Kurukshetra",,Kurukshetra
"Wisdom World School, Kurukshetra",,Kurukshetra
"St.Joseph's Convent School, Labpur",,Labpur
"Kendriya Vidhyalaya, Lakhisarai",,Lakhisarai
"Central Public School, Lalganj",,Lalganj
"Vidhyavikas M. School, Latur",,Latur
"Bimla International Public School, Lucknow ",,Lucknow
"City Montessori School, Lucknow",,Lucknow
"CMS Rajajipuram, Lucknow",,Lucknow
"La Martinier College, Lucknow",,Lucknow
"Loreto Convent, Lucknow",,Lucknow
"Rani Laxmi Bai School, Lucknow",,Lucknow
"Shivaji Junior High School, Lucknow",,Lucknow
"St Dominic Savio College, Lucknow",,Lucknow
"St Merry's Conventinter College, Lucknow",,Lucknow
"St.Francis School, Lucknow",,Lucknow
"Subhash Inter College, Lucknow",,Lucknow
"Vibgyor High School, Lucknow",,Lucknow
"Vidyatree Modern World College, Lucknow",,Lucknow
"B V M School, Ludhiana",,Ludhiana
"Green Land Convent School, Ludhiana",,Ludhiana
"Kundan Vidya Mandir, Ludhiana",,Ludhiana
"Police Dav Public School, Ludhiana",,Ludhiana
"Sacred Heart Convent School, Ludhiana",,Ludhiana
"Satpaul Mittal School, Ludhiana",,Ludhiana
"Nalanda Vidya Peeta, Maddur",,Maddur
"Dhruva Tara School Umgaon, Madhubani",,Madhubani
"Mahatma CBSE Akkamma Building, Madurai",,Madurai
"Vallaba Vidyalaya, Madurai",,Madurai
"M.S.H.School, Maharajgan",,Maharajganj
"Chaitanya Central School, Mahabubnagar",,Mahbubnagar
"Kakatiya Group Of School, Mahabubnagar",,Mahbubnagar
"Sabri Vidhya Vihar, Mahesana",,Mahesana
"JS Memorial Public School, Mainpuri",,Mainpuri
"St.Anslam School Makrana, Makrana",,Makrana
"Daffodils English Academy, Malda",,Malda
"Maharajnagar High Madrasah, Malda",,Malda
"North Point English Academy, Malda",,Malda
"Pipla High School, Malda",,Malda
"Ramakrishna Mission Vivekanand, Malda",,Malda
"Usha Martin School, Malda",,Malda
"Holy Angels School Malout, Malout",,Malout
"Indus Global School, Mandi",,Mandi
"St. Alphonsa Convent School, Mandsaur",,Mandsaur
"H.M.Y.H.S.S Manjeri, Manjeri",,Manjeri
"Manovikas English Medium School, Margao",,Margao
"Mount Hill Acadamy, Mathura",,Mathura
"Shriji Baba Saraswati Vidhya Mandir, Mathura",,Mathura
"Amrit Memorial Higher Secondar, Mau",,Mau
"Chandra Public School, Mau",,Mau
"Chirag Junior School, Meerut",,Meerut
"Gargi Girls School, Meerut",,Meerut
"KL International School, Meerut",,Meerut
"Krishna Public School, Meerut",,Meerut
"Meerut Public School For Girls, Meerut",,Meerut
"Sarvodaya Public School Kharkhoda, Meerut",,Meerut
"Sophia Girls School, Meerut",,Meerut
"St.Marry's Academy, Meerut, Meerut",,Meerut
"Vidya Global School, Meerut",,Meerut
"ACC DAV Public School, Mehgaon",,Mehgaon
"Mission Girl's High School, Midnapore",,Midnapore
"Ramakrishna Mission Vidya Bhavan, Midnapore",,Midnapore
"Vidyasagar Shishu Niketan, Midnapore ",,Midnapore
"S D P B E Centre Mirzapur, Mirzapur",,Mirzapur
"Tulsi Ram Maheshwari Public School, Modinagar ",,Modinagar
"DN Model School Moga, Moga",,Moga
"Mind Tree School, Mohali",,Mohali
"Oakridge International School, Mohali",,Mohali
"St. Stephens School, Mohali",,Mohali
"Vivek High School, Mohali",,Mohali
"K.C.M School, Moradabad",,Moradabad
"C S Dav Public School, Motihari",,Motihari
"K.V.S Motihari, Motihari",,Motihari
"M.S Memorial Public School, Motihari ",,Motihari
"Shantiniketan Jubilee School, Motihari",,Motihari
"BVM Public School, Mughalsarai",,Mughalsarai
"Apeejay School, Mumbai",,Mumbai
"Arya Vidya Mandir, Mumbai",,Mumbai
"B.K. High School, Mumbai",,Mumbai
"Billabong International High School, Mumbai",,Mumbai
"Bombay Scottish School, Powai, Mumbai",,Mumbai
"C.N.M.S School, Mumbai",,Mumbai
"Cambridge School, Mumbai",,Mumbai
"Campion School, Mumbai",,Mumbai
"Cathedral Senior School, Mumbai",,Mumbai
"Chatrabhuj Narsee Memorial School, Mumbai",,Mumbai
"D Y Patilinternational School, Mumbai",,Mumbai
"D. Y. P. A. High School, Mumbai",,Mumbai
"D.G Khetan International School, Mumbai",,Mumbai
"Delhi Public School, Mumbai",,Mumbai
"Dhirubhai Ambani International, Mumbai",,Mumbai
"Divine Child High School, Mumbai",,Mumbai
"Ecole Mondiale, Mumbai ",,Mumbai
"Father Agnel School, Mumbai",,Mumbai
"G S Shetty International School, Mumbai",,Mumbai
"Gold Crest High School, Mumbai",,Mumbai
"Gopal Sharma International School, Mumbai",,Mumbai
"Gopi Birla Memorial School, Mumbai",,Mumbai
"Hiranandani Foundation School, Mumbai",,Mumbai
"J B Vachha, Mumbai",,Mumbai
"Jamnabai Narsee International School, Mumbai",,Mumbai
"Kapol Vidyanidhi International, Mumbai",,Mumbai
"Lakshdham High School, Mumbai",,Mumbai
"Lilavatibai Podar High School, Mumbai",,Mumbai
"Lodha World School, Mumbai",,Mumbai
"Lokhandwala Foundation School, Mumbai",,Mumbai
"Nahar International School, Mumbai",,Mumbai
"Nalanda Public School, Mumbai",,Mumbai
"Narayana E Techno, Mumbai",,Mumbai
"Navy Children School, Mumbai",,Mumbai
"NES National Public School, Mumbai",,Mumbai
"Orchid The International School, Bombai",,Mumbai
"P.G. Garodia School (Icse), Mumbai",,Mumbai
"Pawar Public School, Mumbai",,Mumbai
"Podar International, Mumbai",,Mumbai
"RBK International Academy, Mumbai",,Mumbai
"Reliance Foundation School, Mumbai",,Mumbai
"Rustomjee Cambridge International School, Mumbai",,Mumbai
"S.L.Porwal E.M.H.School, Mumbai",,Mumbai
"SAS Billabong High School, Mumbai",,Mumbai
"Scholar High School, Mumbai",,Mumbai
"Shri S K I Jain High School, Mumbai",,Mumbai
"SSRVM, Mumbai",,Mumbai
"St Teresas Convent High School, Mumbai",,Mumbai
"St. Peter School, Mumbai ",,Mumbai
"The Dadar Parsee Youth Assembly High School, Mumbai",,Mumbai
"The Universal School Ghatkopar, Mumbai",,Mumbai
"Tilak International Primary School, Mumbai",,Mumbai
"U. S Ostwal English Academy, Mumbai",,Mumbai
"Universal High Dahisar, Mumbai",,Mumbai
"VCW Arya Vidya Mandir, Mumbai",,Mumbai
"Vibgyor High, Mumbai",,Mumbai
"Vishwaajyot High School Kharghar, Mumbai",,Mumbai
"Crown Convent School, Muzaffarnagar",,Muzaffarnagar
"Manasarowar Pushkarni Vidyalay, Mysore",,Mysore
"National Public School, Mysore",,Mysore
"St.Josephs Central School, Mysore",,Mysore
"Techno India Group Public School, Nabadwip",,Nabadwip
"Corpus Christy School, Nagercoil",,Nagercoil
"Kendriya Vidyalaya, Nagercoil",,Nagercoil
"Ponjesly Public Mat, Hr. Sec. School, Nagercoil",,Nagercoil
"Trinity Central School, Nagercoil",,Nagercoil
"Adarsh Sanskar Vidyalaya, Nagpur",,Nagpur
"Centre Point School, Amravati Bypass, Nagpur",,Nagpur
"Dharampeth English Medium High, Nagpur",,Nagpur
"Priyadarshani Nagpur Public School, Nagpur ",,Nagpur
"Saint Paul School, Nagpur",,Nagpur
"Sanskar Vidya Sagar, Nagpur",,Nagpur
"School Of Scholars, Nagpur",,Nagpur
"St. Vincent Pallotti School, Nagpur",,Nagpur
"Tbrans English Medium School, Nagpur",,Nagpur
"Wonderland High School, Nagpur",,Nagpur
"Lakes International School, Nainital",,Nainital
"St. Marrys Najibabad, Najibabad",,Najibabad
"Rosemary Land School, Nalanda",,Nalanda
"BM Global Academy, Nalbari",,Nalbari
"Government Higher Secondary School, Namakkal",,Namakkal
"Green Park International, Namakkal",,Namakkal
"Chander Sain Convent Academy, Nanauta",,Nanauta
"D.A.V Centenary Public School, Nangloi ",,Nangloi
"S.D.R Public Sr.Sec.School, Nangloi",,Nangloi
"RPS Public School, Narnaul",,Narnaul
"St. Joseph Senior Secondary School, Narsinghgarh",,Narsinghgarh
"Doon Public School, Narwana",,Narwana
"Army Public School, Nashik",,Nashik
"New Era English Medium School, Nashik",,Nashik
"Sacred Heart Convent High School, Nashik",,Nashik
"Silver Oak Universal School, Nashik",,Nashik
"St.Vincent Pallotti School, Nashik",,Nashik
"Aster Global School, Navsari",,Navsari
"Sgm Shiroiya English School, Navsari",,Navsari
"Ratnam School, Nellore",,Nellore
"Dnyaneshwar International School, Newasa",,Newasa
"Amity International School, Noida",,Noida
"Apeejay School, Noida",,Noida
"Assisi Convent School, Noida",,Noida
"Aster Public School, Noida",,Noida
"Bal Bharati Public School, Noida",,Noida
"BGS Vijnatham School, Noida",,Noida
"Cambridge School, Noida",,Noida
"Gyanshree World School, Noida",,Noida
"JBM Global School, Noida",,Noida
"Manav Rachana International School, Noida",,Noida
"Nehru International Public School, Noida",,Noida
"Panchsheel Balak Inter College, Noida ",,Noida
"PD Memorial School, Noida",,Noida
"Royal Pupil Academy, Noida",,Noida
"Sarvottam International School, Noida",,Noida
"Seismic School, Noida",,Noida
"Shriram Millennium School, Noida",,Noida
"Somerville School, Noida, Noida",,Noida
"The Millennium School, Noida",,Noida
"Vishwa Bharti Public School, Noida",,Noida
"St. Xavier's Collegiate School, Nonihat",,Nonihat
"Valley View School, North Lakhimpur",,North Lakhimpur
"Sacred Heart Convent School, Obra",,Obra
"St.Joseph's Hr. Sec.School, Oinam",,Oinam
"Chhatrapti Shivaji Hish School, Osmanabad",,Osmanabad
"Zilha Parishad Primary School, Deolali, Osmanabad",,Osmanabad
"British Kinder And Primary School, Pala",,Pala
"St. Mary's G. H. S. S, Pala",,Pala
"Amrita Vidyalayam, Palakkad",,Palakkad
"St.John International School, Palghar",,Palghar
"Dr. K. B. Hedgewar Priamary School, Panaji",,Panaji
"Sharada Mandir, Panaji",,Panaji
"Manav Mangal School Panchkula, Panchkula",,Panchkula
"Ryan International School, Panchkula",,Panchkula
"Saint John High School, Panchkula",,Panchkula
"St. John's High School, Panchkula",,Panchkula
"Arihant Public School, Pandharpur",,Pandharpur
"Bal Vikas School, Panipat",,Panipat
"Delhi Public School, Panipat",,Panipat
"Dps, Panipat Refienry, Panipat",,Panipat
"Dr.MKK Arya Model School, Panipat",,Panipat
"SD Vidya Mandir, Panipat",,Panipat
"Vivekananda Institution, Panskura",,Panskura
"JNV Hooghly, Parabagnan",,Parabagnan
"Fatima Convent High School, Paratwada",,Paratwada
"Vision English School Selu, Parbhani",,Parbhani
"Caledonian International School, Pathankot",,Pathankot
"The Senior Scholars School, Pathankot",,Pathankot
"Cammridge Global School, Patiala",,Patiala
"GEMS School, Patiala",,Patiala
"Ryan International School, Patiala",,Patiala
"St. Peters Academy, Patiala",,Patiala
"Yadavindra Public School, Patiala",,Patiala
"Christ Church Diocesan School, Patna",,Patna
"D. A. V Public School, Patna",,Patna
"Don Bosco Academy, Patna",,Patna
"Jesus And Mary Academy, Patna",,Patna
"Krishna Public School, Patna",,Patna
"Litera Valley School, Patna",,Patna
"New Era High School, Patna",,Patna
"Notre Dame Academy, Patna",,Patna
"Radiant International School, Patna",,Patna
"S.V.M.R.P School, Patna ",,Patna
"Saint Karens Primary School, Patna",,Patna
"Shivam Convent, Patna",,Patna
"St Xavier's High School, Patna",,Patna
"St. Mary's Academy, Patna",,Patna
"St. Michael High School, Patna",,Patna
"A.D.Z.R Z.P High School, Payakaraopeta",,Payakaraopeta
"Aditya School, Pithapuram",,Pithapuram
